0  1  BRKS  1200  BRKS2  1500
0  1  SMIL  600  SMIL2  800
0  1  MINE  600  MINE2  800
0  1  SDOC  1800  SDOC2  1800
0  1  ARRG  1500  ARRG3  1800
0  1  BRKS  1200  BRKS3  1800
0  1  BLAC  1800  BLAC3  2100
0  1  CRCH  2100  CRCH3  2100
0  1  DOCK  1800  DOCK3  1800
0  1  MRKT  1800  MRKT3  2100
0  1  MILL  600  MILL3  1000
0  1  STBL  1500  STBL3  1800
0  1  RTWC  2400  RTWC3  2400
0  1  RTWC1A  2400  RTWC3A  2400
0  1  RTWC1B  2400  RTWC3B  2400
0  1  RTWC1C  2400  RTWC3C  2400
0  1  RTWC1X  2400  RTWC3X  2400
0  1  HOUS  550  HOUS3  900
0  1  SMIL  600  SMIL3  1000
0  1  MINE  600  MINE3  1000
0  1  SDOC  1800  SDOC3  1800
0  1  RTWC  2400  RTWC4  2400
0  1  RTWC1A  2400  RTWC4A  2400
0  1  RTWC1B  2400  RTWC4B  2400
0  1  RTWC1C  2400  RTWC4C  2400
0  1  RTWC1X  2400  RTWC4X  2400
0  1  MRKT  1800  MRKT4  2100
0  1  HOUS  550  HOUS4  900
0  1  UNIV  2100  UNIV4  2100
0  1  SMIL  600  SMIL4  1000
0  1  BLAC  1800  BLAC4  2100
0  1  BRKS  1200  BRKS4  2100
0  1  MILL  600  MILL4  1000
0  1  ARRG  1500  ARRG4  2100
0  1  STBL  1500  STBL4  2100
0  1  CRCH  2100  CRCH4  2100
0  1  DOCK  1800  DOCK4  1800
0  1  MINE  600  MINE4  1000
0  1  SDOC  1800  SDOC4  1800
0  1  WCTW  1020  WCTW2  1500
0  1  SGALY  120  GALLY  135
0  1  SFRGAL  100  FRGAL  120
0  1  SDGAL  45  RMSHP  60
0  1  ARCHR  30  CARCH  35
0  1  XBOWM  30  HXBOW  35
0  2  SGALY  120  WARGA  165
1  2  GALLY  135  WARGA  165
0  1  KNGHT  100  PALDN  120
0  2  SPRMN  40  THSWD  60
1  2  SWDMN  45  THSWD  60
0  1  WALL2  900  WALL3  3000
0  1  GTAA2  1375  GTAA3  4000
0  1  GTAB2  1375  GTAB3  4000
0  1  GTAC2  1375  GTAC3  4000
0  1  GTAX2  1375  GTAX3  4000
0  1  GTBA2  1375  GTBA3  4000
0  1  GTBB2  1375  GTBB3  4000
0  1  GTBC2  1375  GTBC3  4000
0  1  GTBX2  1375  GTBX3  4000
0  1  GTCA2  1375  GTCA3  4000
0  1  GTCB2  1375  GTCB3  4000
0  1  GTCC2  1375  GTCC3  4000
0  1  GTCX2  1375  GTCX3  4000
0  1  GTDA2  1375  GTDA3  4000
0  1  GTDB2  1375  GTDB3  4000
0  1  GTDC2  1375  GTDC3  4000
0  1  GTDX2  1375  GTDX3  4000
0  2  PKEMN  45  HLBDM  60
1  2  ISPKM  55  HLBDM  60
0  1  PKEMN  45  ISPKM  55
0  3  SPRMN  40  HTHSW  60
1  3  SWDMN  45  HTHSW  60
2  3  THSWD  60  HTHSW  60
0  1  CVRCH  50  HCVAR  60
0  1  SPRMN  40  SWDMN  45
0  1  CVLRY  100  HCLRY  120
0  2  ARCHR  30  ACOAR  40
1  2  CARCH  35  ACOAR  40
0  1  SCBAL  40  HWBAL  50
1  2  RMSHP  60  CRMSH  70
0  2  SDGAL  45  CRMSH  70
1  2  FRGAL  120  HFGAL  140
0  2  SFRGAL  100  HFGAL  140
0  1  SCOUT  45  LTCAV  60
0  2  BTRAM  175  SGRAM  270
1  2  CBATR  200  SGRAM  270
0  1  MANGO  50  ONAGR  60
0  4  SPRMN  40  HEROI  70
1  4  SWDMN  45  HEROI  70
3  4  HTHSW  60  HEROI  70
2  4  THSWD  60  HEROI  70
0  2  KNGHT  100  HEROC  160
1  2  PALDN  120  HEROC  160
0  2  MANGO  50  SNAGR  70
1  2  ONAGR  60  SNAGR  70
0  1  LNGBW  35  ULGBW  40
0  1  CATAP  110  UCATA  150
0  1  CHUKN  45  UCHUK  50
0  1  TAXEM  60  UTAXE  70
0  1  TKNIT  80  UTKNI  100
0  1  GBRSK  60  UGBRS  70
0  1  BHUSK  60  BHUSKX  70
0  1  SMURI  60  USMUR  80
0  1  MPCAV  450  UMPCAV  600
0  1  DERVI  65  UDERV  80
0  1  JANNI  35  UJANI  40
0  1  WBRSK  65  UWBRS  80
0  1  MOSUN  60  UMOSU  60
0  1  LNGBT  130  ULNGB  160
0  1  CANGA  120  CNGAU  150
0  1    1    1
0  1  VBRSK  54  UVBRK  62
0  2  SCOUT  45  HUSSAR  75
1  2  LTCAV  60  HUSSAR  75
0  1  GENIT  60  GENITX  70
0  1  JAGUAR  50  JAGUARX  75
0  2  EAGLE  50  EAGLEX  60
1  2  EAGLEH  55  EAGLEX  60
0  1  TARKAN  100  UTARK  150
0  1  TARKAN  100  UTARK  150
0  1  PLUME  50  UPLUM  65
0  1  CONQI  55  UCONQ  70
0  1  TURTL  200  UTURT  300
0  1  WAGON  150  UWAGO  200
0  1  GENOE  45  GENOE_E  50
0  1  UMAGYX  70  UMAGYX  85
0  1  ELEAR  280  UELEA  330
0  1  RUBL2_HOUSE  0  RUBL2_HOUSE_MON  0
0  1  MONKX_D  0  MONKX_S_D  0
0  1  BOYAR  100  EBOYA  130
0  1  EAGLE  50  EAGLEH  55
0  1  KAMAY  60  EKAMA  80
0  2  CVLRY  100  SHCLRY  140
1  2  HCLRY  120  SHCLRY  140
0  1  WALL  250  WALL4  500
0  1  ORGAN  60  EORGAN  70
0  1  CAMAR  55  ECAMAR  60
0  1  GBETO  30  EGBETO  45
0  1  SHOTEL  40  ESHOTEL  50
0  1  MRSBL  1  MRSBL  1
0  1  MRHSB  1  MRHSB  1
0  1  CARAV  130  CARAV  150
0  2  GENITOPLACEHOLDER  60  EGENITO  55
1  2  GENITO  50  EGENITO  55
0  3  MRSBL  1  MFSBL  1
2  3  MFSBL  1  MFSBL  1
1  3  MRSBL  1  MFSBL  1
0  3  MRHSB  1  MFHSB  1
2  3  MFHSB  1  MFHSB  1
1  3  MRHSB  1  MFHSB  1
0  1  ELEBALI  250  EELEBALI  290
0  1  KARAM  30  EKARAM  40
0  1  ARAMBAI  60  EARAMBAI  65
0  1  RATAN  40  ERATAN  45
0  4  DOCK  1800  HARBOR  2000
1  4  DOCK4  1800  HARBOR  2000
1  4  DOCK3  1800  HARBOR  2000
1  4  DOCK2  1800  HARBOR  2000
0  1  BATELE  250  EBATELE  300
0  2  XBOWM  30  IHXBOW  35
1  2  HXBOW  35  IHXBOW  35
0  1  Empty llama annex  -1  Inca llama annex  -1
1  2  Inca llama annex  -1  Disable llama building  -1
0  2  Empty llama annex  -1  Disable llama building  -1
UPGRADING
0  1  CONDOPLACEHOLDER  80  CONDO  80
0  1  GENITOPLACEHOLDER  60  GENITO  40
0  1  MRARC  1  MFARC  1
0  1  MRCOM  1  MFCOM  1
0  1  MRCRS  1  MFCRS  1
0  2  MRSBL  1  MFSBL  1
0  1  MRHCS  1  MFHCS  1
0  1  MRMAN  1  MFMAN  1
0  1  MRTRB  1  MFTRB  1
0  1  MRGAL  1  MFGAL  1
0  1  MRWGL  1  MFWGL  1
0  1  MRHHA  1  MFHHA  1
0  1  MRHAR  1  MFHAR  1
0  1  MRVOL  1  MFVOL  1
0  1  MRWTN  1  MFWTN  1
0  1  MRGTW  1  MFGTW  1
0  1  MRKEP  1  MFKEP  1
0  1  MRACA  1  MFACA  1
0  1  MRAHX  1  MFAHX  1
0  1  MRVIL  1  MFVIL  1
0  2  MRCKN  1  MFCKN  1
0  1  MRLBM  1  MFLBM  1
0  1  MRLBT  1  MFLBT  1
0  1  MRMSU  1  MFMSU  1
0  1  MRMPC  1  MFMPC  1
0  1  MRONG  1  MFONG  1
0  2  MRCKN  1  MFCKN  1
0  1  MRSGY  1  MFSGY  1
0  2  MRHSB  1  MFHSB  1
0  1  MRMNB  1  MFMNB  1
0  1  MRCST  1  MFCST  1
0  1  MRCVB  1  MFCVB  1
1  2  MRSBL  1  MFSBL  1
1  2  MRHSB  1  MFHSB  1
0  1  BERSBL  1  BEFSBL  1
0  1  ARDAR  1  ARDARF  1
0  1  WCTW  1020  WCTW3  3480
0  1  BTRAM  175  CBATR  225
0  1  RTWC  2400  RTWC2  2400
0  1  RTWC1A  2400  RTWC2A  2400
0  1  RTWC1B  2400  RTWC2B  2400
0  1  RTWC1C  2400  RTWC2C  2400
0  1  RTWC1X  2400  RTWC2X  2400
0  1  BLAC  1800  BLAC2  1800
0  1  MILL  600  MILL2  1000
0  1  CRCH  2100  CRCH2  2100
0  1  DOCK  1800  DOCK2  1800
0  1  HOUS  550  HOUS2  950
0  1  BRKS  1200  BRKS2  1800
0  1  SMIL  600  SMIL2  1000
0  1  MINE  600  MINE2  1000
0  1  SDOC  1800  SDOC2  1800
0  1  ARRG  1500  ARRG3  2100
0  1  BRKS  1200  BRKS3  2400
0  1  BLAC  1800  BLAC3  2400
0  1  CRCH  2100  CRCH3  2100
0  1  DOCK  1800  DOCK3  1800
0  1  MRKT  1800  MRKT3  2400
0  1  MILL  600  MILL3  1400
0  1  STBL  1500  STBL3  2100
0  1  RTWC  2400  RTWC3  2400
0  1  RTWC1A  2400  RTWC3A  2400
0  1  RTWC1B  2400  RTWC3B  2400
0  1  RTWC1C  2400  RTWC3C  2400
0  1  RTWC1X  2400  RTWC3X  2400
0  1  HOUS  550  HOUS3  1250
0  1  SMIL  600  SMIL3  1400
0  1  MINE  600  MINE3  1400
0  1  SDOC  1800  SDOC3  1800
0  1  RTWC  2400  RTWC4  2400
0  1  RTWC1A  2400  RTWC4A  2400
0  1  RTWC1B  2400  RTWC4B  2400
0  1  RTWC1C  2400  RTWC4C  2400
0  1  RTWC1X  2400  RTWC4X  2400
0  1  MRKT  1800  MRKT4  2400
0  1  HOUS  550  HOUS4  1250
0  1  UNIV  2100  UNIV4  2100
0  1  SMIL  600  SMIL4  1400
0  1  BLAC  1800  BLAC4  2400
0  1  BRKS  1200  BRKS4  3000
0  1  MILL  600  MILL4  1400
0  1  ARRG  1500  ARRG4  2700
0  1  STBL  1500  STBL4  2700
0  1  CRCH  2100  CRCH4  2100
0  1  DOCK  1800  DOCK4  1800
0  1  MINE  600  MINE4  1400
0  1  SDOC  1800  SDOC4  1800
0  1  WCTW  1020  WCTW2  1980
0  1  SGALY  120  GALLY  150
0  1  SFRGAL  100  FRGAL  140
0  1  SDGAL  45  RMSHP  75
0  1  ARCHR  30  CARCH  40
0  1  XBOWM  30  HXBOW  40
0  2  SGALY  120  WARGA  210
1  2  GALLY  150  WARGA  210
0  1  KNGHT  100  PALDN  140
0  2  SPRMN  40  THSWD  80
1  2  SWDMN  50  THSWD  80
0  1  WALL2  900  WALL3  5100
0  1  GTAA2  1375  GTAA3  6625
0  1  GTAB2  1375  GTAB3  6625
0  1  GTAC2  1375  GTAC3  6625
0  1  GTAX2  1375  GTAX3  6625
0  1  GTBA2  1375  GTBA3  6625
0  1  GTBB2  1375  GTBB3  6625
0  1  GTBC2  1375  GTBC3  6625
0  1  GTBX2  1375  GTBX3  6625
0  1  GTCA2  1375  GTCA3  6625
0  1  GTCB2  1375  GTCB3  6625
0  1  GTCC2  1375  GTCC3  6625
0  1  GTCX2  1375  GTCX3  6625
0  1  GTDA2  1375  GTDA3  6625
0  1  GTDB2  1375  GTDB3  6625
0  1  GTDC2  1375  GTDC3  6625
0  1  GTDX2  1375  GTDX3  6625
0  2  PKEMN  45  HLBDM  75
1  2  ISPKM  65  HLBDM  75
0  1  PKEMN  45  ISPKM  65
0  3  SPRMN  40  HTHSW  80
1  3  SWDMN  50  HTHSW  80
2  3  THSWD  80  HTHSW  80
0  1  CVRCH  50  HCVAR  70
0  1  SPRMN  40  SWDMN  50
0  1  CVLRY  100  HCLRY  140
0  2  ARCHR  30  ACOAR  50
1  2  CARCH  40  ACOAR  50
0  1  SCBAL  40  HWBAL  60
1  2  RMSHP  75  CRMSH  95
0  2  SDGAL  45  CRMSH  95
1  2  FRGAL  140  HFGAL  180
0  2  SFRGAL  100  HFGAL  180
0  1  SCOUT  45  LTCAV  75
0  2  BTRAM  175  SGRAM  365
1  2  CBATR  225  SGRAM  365
0  1  MANGO  50  ONAGR  70
0  4  SPRMN  40  HEROI  100
1  4  SWDMN  50  HEROI  100
3  4  HTHSW  80  HEROI  100
2  4  THSWD  80  HEROI  100
0  2  KNGHT  100  HEROC  220
1  2  PALDN  140  HEROC  220
0  2  MANGO  50  SNAGR  90
1  2  ONAGR  70  SNAGR  90
0  1  LNGBW  35  ULGBW  45
0  1  CATAP  110  UCATA  190
0  1  CHUKN  45  UCHUK  55
0  1  TAXEM  60  UTAXE  80
0  1  TKNIT  80  UTKNI  120
0  1  GBRSK  60  UGBRS  80
0  1  BHUSK  60  BHUSKX  80
0  1  SMURI  60  USMUR  100
0  1  MPCAV  450  UMPCAV  750
0  1  DERVI  65  UDERV  95
0  1  JANNI  35  UJANI  45
0  1  WBRSK  65  UWBRS  95
0  1  MOSUN  60  UMOSU  60
0  1  LNGBT  130  ULNGB  190
0  1  CANGA  120  CNGAU  180
0  1    1    1
0  1  VBRSK  54  UVBRK  70
0  2  SCOUT  45  HUSSAR  105
1  2  LTCAV  75  HUSSAR  105
0  1  GENIT  60  GENITX  80
0  1  JAGUAR  50  JAGUARX  100
0  2  EAGLE  50  EAGLEX  70
1  2  EAGLEH  60  EAGLEX  70
0  1  TARKAN  100  UTARK  200
0  1  TARKAN  100  UTARK  200
0  1  PLUME  50  UPLUM  80
0  1  CONQI  55  UCONQ  85
0  1  TURTL  200  UTURT  400
0  1  WAGON  150  UWAGO  250
0  1  GENOE  45  GENOE_E  55
0  1  UMAGYX  70  UMAGYX  100
0  1  ELEAR  280  UELEA  380
0  1  RUBL2_HOUSE  0  RUBL2_HOUSE_MON  0
0  1  MONKX_D  0  MONKX_S_D  0
0  1  BOYAR  100  EBOYA  160
0  1  EAGLE  50  EAGLEH  60
0  1  KAMAY  60  EKAMA  100
0  2  CVLRY  100  SHCLRY  180
1  2  HCLRY  140  SHCLRY  180
0  1  WALL  250  WALL4  750
0  1  ORGAN  60  EORGAN  80
0  1  CAMAR  55  ECAMAR  65
0  1  GBETO  30  EGBETO  60
0  1  SHOTEL  40  ESHOTEL  60
0  1  MRSBL  1  MRSBL  1
0  1  MRHSB  1  MRHSB  1
0  1  CARAV  130  CARAV  170
0  2  GENITOPLACEHOLDER  60  EGENITO  50
1  2  GENITO  40  EGENITO  50
0  3  MRSBL  1  MFSBL  1
2  3  MFSBL  1  MFSBL  1
1  3  MRSBL  1  MFSBL  1
0  3  MRHSB  1  MFHSB  1
2  3  MFHSB  1  MFHSB  1
1  3  MRHSB  1  MFHSB  1
0  1  ELEBALI  250  EELEBALI  330
0  1  KARAM  30  EKARAM  50
0  1  ARAMBAI  60  EARAMBAI  70
0  1  RATAN  40  ERATAN  50
0  4  DOCK  1800  HARBOR  2000
1  4  DOCK4  1800  HARBOR  2000
1  4  DOCK3  1800  HARBOR  2000
1  4  DOCK2  1800  HARBOR  2000
0  1  BATELE  250  EBATELE  350
0  2  XBOWM  30  IHXBOW  40
1  2  HXBOW  40  IHXBOW  40
0  1  Empty llama annex  -1  Inca llama annex  -1
1  2  Inca llama annex  -1  Disable llama building  -1
0  2  Empty llama annex  -1  Disable llama building  -1
Terrains: 100
